Position;Photo;Name;Details;Academy;Points;Kimono;Category;Gender;Belt;Division
198;https://api.ibjjfdb.com/Athletes/175939/RankingPhoto;Eduardo Fernando Plazezwski;https://ibjjf.com/athletes/eduardo-plazezwski;CheckMat;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/516952/RankingPhoto;Luiz Felipe Lopes;https://ibjjf.com/athletes/luiz-lopes-130de2baa269;Tetris;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/171320/RankingPhoto;Remo Corstjens;https://ibjjf.com/athletes/remo-corstjens;CheckMat International;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/344364/RankingPhoto;Dienisson Dos Santos Rodrigues;https://ibjjf.com/athletes/dienisson-rodrigues;Roraima Top Team Jiu-Jitsu;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/169516/RankingPhoto;Brandon Michael  Junior Smith;https://ibjjf.com/athletes/brandon-smith;London Fight Factory;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/324115/RankingPhoto;Samuel Daniel de Freitas;https://ibjjf.com/athletes/samuel-freitas-a18b7df29be5;Núcleo JJ;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/178035/RankingPhoto;Everton Daniel de Freitas;https://ibjjf.com/athletes/everton-freitas;Núcleo JJ;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/620565/RankingPhoto;Bruno Lima Marques;https://ibjjf.com/athletes/bruno-marques-832409df45e5;Team Yuri Carlton;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/220930/RankingPhoto;Davi Loretto dos Santos;https://ibjjf.com/athletes/davi-santos-f937beefe260;Rada Jiu-Jitsu Academy;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/246815/RankingPhoto;Victor Gabriel Ataíde Bezerra Lima;https://ibjjf.com/athletes/victor-lima-c87fb6d5fcf8;South Zone Team - SZT;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/489816/RankingPhoto;Darllan Whinsthon Alves de Lima;https://ibjjf.com/athletes/darllan-lima;Gracie Barra Setor Sul - Goiânia;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/650773/RankingPhoto;Leanderson da Silva Oliveira;https://ibjjf.com/athletes/leanderson-oliveira;Familia Bangu BJJ;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/393547/RankingPhoto;Nicolas Jean Bellito;https://ibjjf.com/athletes/nicolas-bellito;Garth Taylor Jiu-Jitsu;3;ranking-geral-gi;adult;male;black;heavy
198;https://api.ibjjfdb.com/Athletes/171082/RankingPhoto;Mike Parise Virolan;https://ibjjf.com/athletes/mike-virolan;De La Riva Nantes;3;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/35037/RankingPhoto;Charles Kilyan Mcguire;https://ibjjf.com/athletes/charles-mcguire;Athlas Training Team;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/110595/RankingPhoto;Gabriel Henrique dos S. Oliveira;https://ibjjf.com/athletes/gabriel-oliveira-bf015067f96c;Alliance Porto Alegre;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/81865/RankingPhoto;Mateus Roccon Porto;https://ibjjf.com/athletes/mateus-porto;Agnaldo Góes Jiu-Jitsu;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/21038/RankingPhoto;Claudio de Aquino Maioni Junior;https://ibjjf.com/athletes/claudio-junior-c4c3308652c5;Art And Soul Academy;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/133627/RankingPhoto;Rui Alves Neto;https://ibjjf.com/athletes/rui-neto;DreamArt;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/467190/RankingPhoto;Christophe Vandijck;https://ibjjf.com/athletes/christophe-vandijck;Roan Jucão BJJ;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/355849/RankingPhoto;Lucas de Melo Bezerra;https://ibjjf.com/athletes/lucas-bezerra-479e074a06cb;Paulo César Bezerra Team Brasil;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/241808/RankingPhoto;Nikola Perović;https://ibjjf.com/athletes/nikola-perovic;A-Force Brazilian Jiu-Jitsu International;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/127140/RankingPhoto;Jo Bill de Jesus dos Santos Pantoja;https://ibjjf.com/athletes/jo-pantoja;PSLPB Cicero Costha USA;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/182172/RankingPhoto;Joao Caique Charino;https://ibjjf.com/athletes/joao-charino;Gracie Barra Belo Horizonte - MG;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/182150/RankingPhoto;Wesley Filipe da Silva;https://ibjjf.com/athletes/wesley-silva-dda38b0dc1e6;Ryan Gracie Team;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/168004/RankingPhoto;Sevada Ara Khashadoorian;https://ibjjf.com/athletes/sevada-khashadoorian;Gracie Barra Glendale;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/260998/RankingPhoto;Eldeson Santino da Silva;https://ibjjf.com/athletes/eldeson-silva;Nova União Pernambuco;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/148972/RankingPhoto;Darlison Dos Santos Pimenta;https://ibjjf.com/athletes/darlison-pimenta;GF Team;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/202759/RankingPhoto;Fernando Pereira dos Santos Junior;https://ibjjf.com/athletes/fernando-junior-1ad74c1909c5;Equipe Hugo Velasco Jiu-Jitsu;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/189535/RankingPhoto;André Alves de Freitas;https://ibjjf.com/athletes/andre-freitas-5ae258fe2e5d;Equipe Kiai Emerson Nascimento;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/387741/RankingPhoto;Mauricio Dario Céspedes Fleitas;https://ibjjf.com/athletes/mauricio-fleitas;Academie Caio Terra;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/74255/RankingPhoto;Rafael Spillere Milioli;https://ibjjf.com/athletes/rafael-milioli;War Brothers;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/308459/RankingPhoto;Brandon D Manarin;https://ibjjf.com/athletes/brandon-manarin;Action & Reaction MMA Toronto;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/547316/RankingPhoto;Kamil Bali;https://ibjjf.com/athletes/kamil-bali;Rio Grappling Club Europe;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/540112/RankingPhoto;Carlos Benzi Miranda;https://ibjjf.com/athletes/carlos-miranda-c2321032907a;CheckMat International;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/341114/RankingPhoto;Raimundo da Silva A. Neto;https://ibjjf.com/athletes/raimundo-neto-8229995f1a11;BLEC;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/522031/RankingPhoto;Dylan Allen Worsham;https://ibjjf.com/athletes/dylan-worsham;Ralph Gracie Waco;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/47609/RankingPhoto;Pedro Eduardo O'Neal;https://ibjjf.com/athletes/pete-o-neal;Atos Jiu Jitsu USA;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/439373/RankingPhoto;Rickson Bezerra dos Santos;https://ibjjf.com/athletes/rickson-santos-c971401a5f70;Amazonas Top Team;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/126342/RankingPhoto;Joel Adan Torres Silva;https://ibjjf.com/athletes/joel-silva;Bruno Bastos BJJ Midland;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/147992/RankingPhoto;Elder da Silveira Gomes Júnior;https://ibjjf.com/athletes/elder-junior;JFC Almeida JJ;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/197419/RankingPhoto;Thiago Henrique Pereira dos Santos;https://ibjjf.com/athletes/thiago-santos-2c19623daef5;Brothers Club;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/86215/RankingPhoto;Guthierry Barbosa Nascimento Conceição;https://ibjjf.com/athletes/guthierry-conceicao;Varsity Jiu-Jitsu;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/46274/RankingPhoto;Gabriel Chaves Berriel;https://ibjjf.com/athletes/gabriel-berriel;Altus Jiu-Jitsu;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/21132/RankingPhoto;Ruan Marques de Oliveira;https://ibjjf.com/athletes/ruan-oliveira;Muzio BJJ;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/542347/RankingPhoto;Tommi Oiva Juhani Toikkanen;https://ibjjf.com/athletes/tommi-toikkanen;Sigma Jiu-Jitsu;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/328755/RankingPhoto;Erick Gabriel Félix Targino;https://ibjjf.com/athletes/erick-felix;Association Aranha;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/244391/RankingPhoto;Patrick Ian McCarty;https://ibjjf.com/athletes/patrick-mccarty;Binda Brazilian Jiu Jitsu;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/140542/RankingPhoto;Daniel Niño de Rivera Garcia;https://ibjjf.com/athletes/daniel-garcia-8a02f51daceb;Daniri Jiu-Jitsu;2;ranking-geral-gi;adult;male;black;heavy
242;https://api.ibjjfdb.com/Athletes/286244/RankingPhoto;Shane Allen Rogers;https://ibjjf.com/athletes/shane-rogers;CheckMat USA;2;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/90132/RankingPhoto;Caique Rodrigues Honorio;https://ibjjf.com/athletes/caique-honorio;CheckMat;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/516729/RankingPhoto;Ryan Christopher Marques;https://ibjjf.com/athletes/ryan-marques;Caique Jiu Jitsu;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/405408/RankingPhoto;Darlison Martins de Sousa;https://ibjjf.com/athletes/darlison-sousa;Ser Jiu-Jitsu Team;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/239641/RankingPhoto;Matheus Rodrigues do Nascimento;https://ibjjf.com/athletes/matheus-nascimento-7d6b1ea14cbd;Gracie Barra Felipe Preguiça;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/46542/RankingPhoto;Marco Aurélio Souza Black;https://ibjjf.com/athletes/marco-black;DDR JJ;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/132277/RankingPhoto;Yousef W. Al-Ghoul;https://ibjjf.com/athletes/yousef-al-ghoul;LCCT USA;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/149691/RankingPhoto;Max Weslei da Silva Reis;https://ibjjf.com/athletes/max-reis;Vuk / 617 Brazilian Jiu-jitsu;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/505642/RankingPhoto;Rickson Pinheiro Cativo;https://ibjjf.com/athletes/rickson-cativo;Academia Associação Monteiro;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/15449/RankingPhoto;Emanuel Neponuceno de Castro;https://ibjjf.com/athletes/emanuel-castro;Studio HR Jiu-Jitsu;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/66314/RankingPhoto;Adiel Brisson Netto;https://ibjjf.com/athletes/adiel-netto;G13 BJJ;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/437414/RankingPhoto;Washington Santos da Silva;https://ibjjf.com/athletes/washington-silva-aadbf856bff3;Team Vugner Silva;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/18120/RankingPhoto;Henrique Russi Felix de Lima;https://ibjjf.com/athletes/henrique-lima-5a4f5c4ef7f7;CheckMat/Equipe 1;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/202090/RankingPhoto;Edgar Loureiro da Silva;https://ibjjf.com/athletes/edgar-silva;Lotus Club;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/296434/RankingPhoto;Harry William Loseby;https://ibjjf.com/athletes/harry-loseby;Roger Gracie Academy;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/161605/RankingPhoto;Adam Maciej Zyga;https://ibjjf.com/athletes/adam-zyga;Gracie Barra Birmingham;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/73805/RankingPhoto;Ciro Henrique Knabben;https://ibjjf.com/athletes/ciro-knabben;Alliance Porto Alegre;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/27192/RankingPhoto;Matt Jason Baker;https://ibjjf.com/athletes/matt-baker;TRUJITSU;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/121343/RankingPhoto;Paulo Hermes Kainan Alves Maia;https://ibjjf.com/athletes/paulo-maia;Atos Jiu-Jitsu;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/127620/RankingPhoto;Alejandro Enrique Villaparedes Quiroz;https://ibjjf.com/athletes/alejandro-quiroz;Alliance Chile;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/203414/RankingPhoto;Iago da Cunha Magalhães;https://ibjjf.com/athletes/iago-magalhaes;CheckMat;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/114266/RankingPhoto;Filipe Salles  Grilli;https://ibjjf.com/athletes/filipe-grilli;Six Blades Jiu-Jitsu - Brasil;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/75141/RankingPhoto;Eduardo Brandão Júnior;https://ibjjf.com/athletes/eduardo-junior-9ecfca91233b;Brandão Jiu Jitsu;1;ranking-geral-gi;adult;male;black;heavy
278;https://api.ibjjfdb.com/Athletes/13671/RankingPhoto;Diogo Sampaio Araujo;https://ibjjf.com/athletes/diogo-araujo;Double Five Tijuca;1;ranking-geral-gi;adult;male;black;heavy
1;https://api.ibjjfdb.com/Athletes/134127/RankingPhoto;Erich Munis dos Santos;https://ibjjf.com/athletes/erich-santos;Soldiers Jiu-Jitsu;414;ranking-geral-gi;adult;male;black;superheavy
2;https://api.ibjjfdb.com/Athletes/82471/RankingPhoto;Anderson Munis dos Santos;https://ibjjf.com/athletes/anderson-santos-3470eb631678;Soldiers Jiu-Jitsu;185;ranking-geral-gi;adult;male;black;superheavy
3;https://api.ibjjfdb.com/Athletes/160215/RankingPhoto;Nolan Patrick Braga Stuart;https://ibjjf.com/athletes/nolan-stuart;Brea Jiu-Jitsu;159;ranking-geral-gi;adult;male;black;superheavy
4;https://api.ibjjfdb.com/Athletes/56854/RankingPhoto;Kristóf Szucs;https://ibjjf.com/athletes/kristof-szucs;Gracie Barra Roseville;144;ranking-geral-gi;adult;male;black;superheavy
5;https://api.ibjjfdb.com/Athletes/131070/RankingPhoto;Paulo Henrique Merlin;https://ibjjf.com/athletes/paulo-merlin;Gracie Barra Upland;135;ranking-geral-gi;adult;male;black;superheavy
6;https://api.ibjjfdb.com/Athletes/296434/RankingPhoto;Harry William Loseby;https://ibjjf.com/athletes/harry-loseby;Roger Gracie Academy;132;ranking-geral-gi;adult;male;black;superheavy
7;https://api.ibjjfdb.com/Athletes/397962/RankingPhoto;Windson Alves de Oliveira Torres;https://ibjjf.com/athletes/windson-torres;Six Blades Jiu-Jitsu - Brasil;119;ranking-geral-gi;adult;male;black;superheavy
8;https://api.ibjjfdb.com/Athletes/153647/RankingPhoto;Kalum John Klausner;https://ibjjf.com/athletes/kalum-klausner;Logos JJ;114;ranking-geral-gi;adult;male;black;superheavy
9;https://api.ibjjfdb.com/Athletes/302606/RankingPhoto;Krom Tsuyoshi Shimizu Cunha;https://ibjjf.com/athletes/krom-cunha;Lotus Club Texas;99;ranking-geral-gi;adult;male;black;superheavy
10;https://api.ibjjfdb.com/Athletes/49233/RankingPhoto;Mateus Rodrigues de Souza;https://ibjjf.com/athletes/mateus-souza;AOJ;95;ranking-geral-gi;adult;male;black;superheavy
11;https://api.ibjjfdb.com/Athletes/132144/RankingPhoto;Vinicius Liberati;https://ibjjf.com/athletes/vinicius-liberati;Soldiers Jiu-Jitsu;93;ranking-geral-gi;adult;male;black;superheavy
12;https://api.ibjjfdb.com/Athletes/66465/RankingPhoto;Lucas Norat Lopes;https://ibjjf.com/athletes/lucas-lopes;Gracie Barra Arizona;90;ranking-geral-gi;adult;male;black;superheavy
13;https://api.ibjjfdb.com/Athletes/134393/RankingPhoto;Guilherme  Carmo Cypriano;https://ibjjf.com/athletes/guilherme-cypriano;Checkmat Araraquara;89;ranking-geral-gi;adult;male;black;superheavy
14;https://api.ibjjfdb.com/Athletes/419006/RankingPhoto;Tanaka Taisei;https://ibjjf.com/athletes/tanaka-taisei;Carpe Diem Jiyugaoka;81;ranking-geral-gi;adult;male;black;superheavy
15;https://api.ibjjfdb.com/Athletes/235964/RankingPhoto;Pablo Campos Raimundo;https://ibjjf.com/athletes/pablo-raimundo;Jiu-Jitsu For Life Brasil;78;ranking-geral-gi;adult;male;black;superheavy
16;https://api.ibjjfdb.com/Athletes/143143/RankingPhoto;Harryson Santana Pereira;https://ibjjf.com/athletes/harryson-pereira;Ataque Duplo;76;ranking-geral-gi;adult;male;black;superheavy
17;https://api.ibjjfdb.com/Athletes/63216/RankingPhoto;Marcelo Gomide Oliveira;https://ibjjf.com/athletes/marcelo-oliveira-59372e31ddc4;Syd Trinity Brazilian Jiu-Jitsu;74;ranking-geral-gi;adult;male;black;superheavy
18;https://api.ibjjfdb.com/Athletes/58044/RankingPhoto;Eric Jasper Bergmann;https://ibjjf.com/athletes/eric-bergmann;Gracie Barra Hamburg City;73;ranking-geral-gi;adult;male;black;superheavy
19;https://api.ibjjfdb.com/Athletes/46274/RankingPhoto;Gabriel Chaves Berriel;https://ibjjf.com/athletes/gabriel-berriel;Altus Jiu-Jitsu;72;ranking-geral-gi;adult;male;black;superheavy
19;https://api.ibjjfdb.com/Athletes/321011/RankingPhoto;Telmo Lucileno Ferreira Castro;https://ibjjf.com/athletes/telmo-castro;Fight Nation Portugal;72;ranking-geral-gi;adult;male;black;superheavy
21;https://api.ibjjfdb.com/Athletes/64826/RankingPhoto;Cássio Felipe Sousa Costa;https://ibjjf.com/athletes/cassio-costa;Six Blades Jiu-Jitsu - Brasil;70;ranking-geral-gi;adult;male;black;superheavy
22;https://api.ibjjfdb.com/Athletes/110595/RankingPhoto;Gabriel Henrique dos S. Oliveira;https://ibjjf.com/athletes/gabriel-oliveira-bf015067f96c;Alliance Porto Alegre;64;ranking-geral-gi;adult;male;black;superheavy
23;https://api.ibjjfdb.com/Athletes/260998/RankingPhoto;Eldeson Santino da Silva;https://ibjjf.com/athletes/eldeson-silva;Nova União Pernambuco;58;ranking-geral-gi;adult;male;black;superheavy
24;https://api.ibjjfdb.com/Athletes/63287/RankingPhoto;Marcos Carrozzino;https://ibjjf.com/athletes/marcos-carrozzino;GF Team;56;ranking-geral-gi;adult;male;black;superheavy
25;https://api.ibjjfdb.com/Athletes/132073/RankingPhoto;Dante Daniel  Cano Junior;https://ibjjf.com/athletes/dante-junior;Alliance Charlotte;54;ranking-geral-gi;adult;male;black;superheavy
25;https://api.ibjjfdb.com/Athletes/264574/RankingPhoto;Aaron Colter Tiegs;https://ibjjf.com/athletes/aaron-tiegs;Clark's University of Martial Arts;54;ranking-geral-gi;adult;male;black;superheavy
27;https://api.ibjjfdb.com/Athletes/141263/RankingPhoto;Paulo André G. de L. Lanzillotti;https://ibjjf.com/athletes/paulo-lanzillotti;CheckMat USA;51;ranking-geral-gi;adult;male;black;superheavy
28;https://api.ibjjfdb.com/Athletes/62590/RankingPhoto;Oilson Valdinei Alvim Junior;https://ibjjf.com/athletes/oilson-junior;OA Brazilian Jiu-Jitsu;48;ranking-geral-gi;adult;male;black;superheavy
29;https://api.ibjjfdb.com/Athletes/119686/RankingPhoto;Luiz Henrique Betta da Silva;https://ibjjf.com/athletes/luiz-silva-fb617a464771;Clube Feijão de Jiu-Jitsu;45;ranking-geral-gi;adult;male;black;superheavy
29;https://api.ibjjfdb.com/Athletes/4217/RankingPhoto;Victor Hugo Vasconcelos Nascimento;https://ibjjf.com/athletes/victor-nascimento;Equipe Sete Clube de Lutas;45;ranking-geral-gi;adult;male;black;superheavy
29;https://api.ibjjfdb.com/Athletes/183786/RankingPhoto;Erick Diovano Pereira de Souza;https://ibjjf.com/athletes/erick-souza-f9b1d087d17a;JS Brazilian Jiu-Jitsu;45;ranking-geral-gi;adult;male;black;superheavy
32;https://api.ibjjfdb.com/Athletes/81630/RankingPhoto;Christiano Tayfour Troisi Moreira;https://ibjjf.com/athletes/christiano-moreira;Atos Northwest;44;ranking-geral-gi;adult;male;black;superheavy
33;https://api.ibjjfdb.com/Athletes/106311/RankingPhoto;Jackson Douglas de Carvalho Batista;https://ibjjf.com/athletes/jackson-batista;CheckMat USA;43;ranking-geral-gi;adult;male;black;superheavy
33;https://api.ibjjfdb.com/Athletes/335071/RankingPhoto;João Vitor Pires Silva;https://ibjjf.com/athletes/joao-silva-7be2d79f8019;Templo JJ;43;ranking-geral-gi;adult;male;black;superheavy
35;https://api.ibjjfdb.com/Athletes/107938/RankingPhoto;Marlon Kenjiro Tanaka Fagundes;https://ibjjf.com/athletes/marlon-fagundes;Inicio Jiu-Jitsu Texas;42;ranking-geral-gi;adult;male;black;superheavy
35;https://api.ibjjfdb.com/Athletes/456739/RankingPhoto;Felipe Caputo Gomes;https://ibjjf.com/athletes/felipe-gomes-a51e5b9b2fb0;DreamArt;42;ranking-geral-gi;adult;male;black;superheavy
37;https://api.ibjjfdb.com/Athletes/32718/RankingPhoto;Ashur Sami Darmo;https://ibjjf.com/athletes/ashur-darmo;Tac Team BJJ - Midwest;39;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/56444/RankingPhoto;Adam Piotr Wardzinski;https://ibjjf.com/athletes/adam-wardzinski;CheckMat International;36;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/18819/RankingPhoto;Roberto Dib Frias;https://ibjjf.com/athletes/roberto-frias;One Purpose BJJ;36;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/70710/RankingPhoto;Pedro Henrique de Lima Elias;https://ibjjf.com/athletes/pedro-elias;Fratres Brazilian Jiu-Jitsu;36;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/133096/RankingPhoto;Catriel Fernandes de Oliveira Rodrigues;https://ibjjf.com/athletes/catriel-rodrigues;Checkmat Thiago Sá;36;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/346271/RankingPhoto;Rafael Souza Trabuco;https://ibjjf.com/athletes/rafael-trabuco;Gracie Barra Felipe Preguiça;36;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/72729/RankingPhoto;Fawaz Samer Khalil Haddadin;https://ibjjf.com/athletes/fawaz-haddadin;Fightx Martial Arts;36;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/227475/RankingPhoto;Macksuel Maciel Camelo de Sousa;https://ibjjf.com/athletes/macksuel-sousa;CheckMat Ceará;36;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/57200/RankingPhoto;Jesse Benjami Vuorio;https://ibjjf.com/athletes/jesse-vuorio;Sigma Jiu-Jitsu;36;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/259776/RankingPhoto;Nadson Feliphe Conceição Alexandria;https://ibjjf.com/athletes/nadson-alexandria;Checkmat Vilas Do Atlântico;36;ranking-geral-gi;adult;male;black;superheavy
38;https://api.ibjjfdb.com/Athletes/84404/RankingPhoto;Dayvison Lucas Miranda L. Calado;https://ibjjf.com/athletes/dayvison-calado;ZR Team Pernambuco;36;ranking-geral-gi;adult;male;black;superheavy
48;https://api.ibjjfdb.com/Athletes/339628/RankingPhoto;Wesley Felix Oliveira da Silva;https://ibjjf.com/athletes/wesley-silva-fb47b5464a82;Qatar BJJ / Vision Brasil;35;ranking-geral-gi;adult;male;black;superheavy
49;https://api.ibjjfdb.com/Athletes/49978/RankingPhoto;Gutemberg de Jesus Santos Pereira;https://ibjjf.com/athletes/gutemberg-pereira;AOJ;34;ranking-geral-gi;adult;male;black;superheavy
50;https://api.ibjjfdb.com/Athletes/125383/RankingPhoto;Anderson Kauan Gomes Marinho;https://ibjjf.com/athletes/anderson-marinho;Infight Jiu-Jitsu;33;ranking-geral-gi;adult;male;black;superheavy
50;https://api.ibjjfdb.com/Athletes/280347/RankingPhoto;Brendan Joseph Peck;https://ibjjf.com/athletes/brendan-peck;DreamArt Houston;33;ranking-geral-gi;adult;male;black;superheavy
52;https://api.ibjjfdb.com/Athletes/163729/RankingPhoto;Caio Pinheiro Gonçalves;https://ibjjf.com/athletes/caio-goncalves;Lotus Club;31;ranking-geral-gi;adult;male;black;superheavy
53;https://api.ibjjfdb.com/Athletes/154367/RankingPhoto;Ney Medeiros Costa;https://ibjjf.com/athletes/ney-costa;Gordo Jiu-Jitsu;30;ranking-geral-gi;adult;male;black;superheavy
53;https://api.ibjjfdb.com/Athletes/253576/RankingPhoto;Elioenai Julio de S. Braz;https://ibjjf.com/athletes/elioenai-braz;Team Crézio Lutas;30;ranking-geral-gi;adult;male;black;superheavy
53;https://api.ibjjfdb.com/Athletes/109582/RankingPhoto;Ruan dos Santos Oliveira;https://ibjjf.com/athletes/ruan-oliveira-d77ca9a114e1;GF Team;30;ranking-geral-gi;adult;male;black;superheavy
53;https://api.ibjjfdb.com/Athletes/58443/RankingPhoto;Xavier Nathanial Silva;https://ibjjf.com/athletes/xavier-silva;Carpe Diem Machida;30;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/28716/RankingPhoto;Marcos Yoshio de Souza;https://ibjjf.com/athletes/marcos-souza;Bon-Sai Jiu-Jitsu;27;ranking-geral-gi;adult;male;black;superheavy
57;https://api.ibjjfdb.com/Athletes/169495/RankingPhoto;Carlos Henrique Costa Campos;https://ibjjf.com/athletes/carlos-536231bc94ab;Alliance SP;27;ranking-geral-gi;adult;male;black;superheavy
